6.809118243431059454e+03,9.765351100982768912e+03,1.100162135506494087e+04,1.091751262235941977e+04,1.122353733327366172e+04,1.045887490467475982e+04
8.512184241220318654e+03,7.402812628875379232e+03,1.186950934262226110e+04,1.105136551666802370e+04,9.626295322722467972e+03,1.227109220226844445e+04
9.061645582083954650e+03,1.132053392076699311e+04,6.054553151208750023e+03,9.661638767695267234e+03,1.358147199611668475e+04,9.077584772880769378e+03
1.182375654389008560e+04,9.958538817486258267e+03,1.047809250548373529e+04,7.152011562987171601e+03,1.637118592546651053e+04,1.122779699958557285e+04
9.917634901787885610e+03,9.076451236575758230e+03,1.264540074241050752e+04,1.458915943364150189e+04,6.858068386164972253e+03,1.226233552455547033e+04
9.162839129011759724e+03,1.174785286760548661e+04,1.091042296331481157e+04,1.209685703934722005e+04,1.142188795812782701e+04,6.382804035134041442e+03
